Covidence #,Study ID,Title,Reviewer Name,DOI,Title,Lead author contact details,Year,Pages,"Notes (e.g., Why does the paper not fit the framework?)",FunVsUtility,PlayVsGame,SkillVsChance,SocialVsSolo,SequentialVsSimultaneous,SynchronousVsAsynchronous,CompetitiveVsCollaborative,SymmeticalVsAsymmetrical,Experiential Play Value Classification,"Study funding sources (e.g., NSF, NIH, EU Grant)",study_char_methods,study_char_interview,study_char_workshop,study_char_field_study,study_char_usability,study_char_modality,study_char_context,Community of focus,Participant Groups,User involvement,Use of proxies,Method of recruitment of participants,study_char_issue,Contribution type,Total Number of Participants:,Disabled Total,Specialist Total,Without Disability Total,Older adults Total,Caregivers Total,Other Total,Gender (number of participants):,Male Disabled,"Male Specialist (e.g., Therapist)",Male Without disability,Male Older adults,Male Caregivers,Male Other,Female Disabled,"Female Specialist (e.g., Therapist)",Female Without disability,Female Older adults,Female Caregivers,Female Other,MTF transgender Disabled,"MTF transgender Specialist (e.g., Therapist)",MTF transgender Without disability,MTF transgender Older adults,MTF transgender Caregivers,MTF transgender Other,FTM transgender Disabled,"FTM transgender Specialist (e.g., Therapist)",FTM transgender Without disability,FTM transgender Older adults,FTM transgender Caregivers,FTM transgender Other,"Non-binary, genderqueer, fluid Disabled","Non-binary, genderqueer, fluid Specialist (e.g., Therapist)","Non-binary, genderqueer, fluid Without disability","Non-binary, genderqueer, fluid Older adults","Non-binary, genderqueer, fluid Caregivers","Non-binary, genderqueer, fluid Other",Other Disabled,"Other Specialist (e.g., Therapist)",Other Without disability,Other Older adults,Other Caregivers,Other Other,Sexual orientation (number of participants):,Heterosexual / Straight Disabled,"Heterosexual / Straight Specialist (e.g., Therapist)",Heterosexual / Straight Without disability,Heterosexual / Straight Older adults,Heterosexual / Straight Caregivers,Heterosexual / Straight Other,Gay / Lesbian Disabled,"Gay / Lesbian Specialist (e.g., Therapist)",Gay / Lesbian Without disability,Gay / Lesbian Older adults,Gay / Lesbian Caregivers,Gay / Lesbian Other,Bisexual Disabled,"Bisexual Specialist (e.g., Therapist)",Bisexual Without disability,Bisexual Older adults,Bisexual Caregivers,Bisexual Other,Pansexual Disabled,"Pansexual Specialist (e.g., Therapist)",Pansexual Without disability,Pansexual Older adults,Pansexual Caregivers,Pansexual Other,Asexual Disabled,"Asexual Specialist (e.g., Therapist)",Asexual Without disability,Asexual Older adults,Asexual Caregivers,Asexual Other,Other Disabled,"Other Specialist (e.g., Therapist)",Other Without disability,Other Older adults,Other Caregivers,Other Other,Participant Ages (number of participants):,0-2 (Infant/Toddler) Disability,"0-2 (Infant/Toddler) Specialist (e.g., Therapist)",0-2 (Infant/Toddler) Without disability,0-2 (Infant/Toddler) Older adults,0-2 (Infant/Toddler) Casegivers,0-2 (Infant/Toddler) Other,3-6 (Early Childhood) Disability,"3-6 (Early Childhood) Specialist (e.g., Therapist)",3-6 (Early Childhood) Without disability,3-6 (Early Childhood) Older adults,3-6 (Early Childhood) Casegivers,3-6 (Early Childhood) Other,6-12  (Middle Childhood) Disability,"6-12  (Middle Childhood) Specialist (e.g., Therapist)",6-12  (Middle Childhood) Without disability,6-12  (Middle Childhood) Older adults,6-12  (Middle Childhood) Casegivers,6-12  (Middle Childhood) Other,13-17 (Adolescence) Disability,"13-17 (Adolescence) Specialist (e.g., Therapist)",13-17 (Adolescence) Without disability,13-17 (Adolescence) Older adults,13-17 (Adolescence) Casegivers,13-17 (Adolescence) Other,18-25 (Emerging Adulthood) Disability,"18-25 (Emerging Adulthood) Specialist (e.g., Therapist)",18-25 (Emerging Adulthood) Without disability,18-25 (Emerging Adulthood) Older adults,18-25 (Emerging Adulthood) Casegivers,18-25 (Emerging Adulthood) Other,26-40 (Early Adulthood) Disability,"26-40 (Early Adulthood) Specialist (e.g., Therapist)",26-40 (Early Adulthood) Without disability,26-40 (Early Adulthood) Older adults,26-40 (Early Adulthood) Casegivers,26-40 (Early Adulthood) Other,40-65 (Middle Adulthood) Disability,"40-65 (Middle Adulthood) Specialist (e.g., Therapist)",40-65 (Middle Adulthood) Without disability,40-65 (Middle Adulthood) Older adults,40-65 (Middle Adulthood) Casegivers,40-65 (Middle Adulthood) Other,>66 (Late Adulthood) Disability,">66 (Late Adulthood) Specialist (e.g., Therapist)",>66 (Late Adulthood) Without disability,>66 (Late Adulthood) Older adults,>66 (Late Adulthood) Casegivers,>66 (Late Adulthood) Other,"Adult (Over 18, but undisclosed age) Disability","Adult (Over 18, but undisclosed age) Specialist (e.g., Therapist)","Adult (Over 18, but undisclosed age) Without disability","Adult (Over 18, but undisclosed age) Older adults","Adult (Over 18, but undisclosed age) Casegivers","Adult (Over 18, but undisclosed age) Other","Minor (Under 18, but undisclosed age) Disability","Minor (Under 18, but undisclosed age) Specialist (e.g., Therapist)","Minor (Under 18, but undisclosed age) Without disability","Minor (Under 18, but undisclosed age) Older adults","Minor (Under 18, but undisclosed age) Casegivers","Minor (Under 18, but undisclosed age) Other",Primary Country,Secondary Countries (Comma separated)
326,Langford 2021,iReadMore: A reading therapy app co-designed by people with aphasia and alexia,Consensus,10.1145/3441852.3476518,iReadMore: A reading therapy app co-designed by people with aphasia and alexia,Tom Langford,2021,3,,"Mostly utility first (i.e., primary utilitarian mechanic designed first)","Game with rigid rules (i.e., video game)","Mostly skill-based (i.e.,  Mario Cart)","Mostly Solo, but can play against AI (i.e., Single player StarCraft)","Entirely Turn-based (i.e., Tic Tak Toe)","Mostly Synchronous with few asychronous affordances (i.e., League of Legends)","Entirely Competitive (i.e., Spit card game)","Mostly Symmetrical (i.e., Uno)",Challenge (Testing physical or mental abilities against others or self),MRC,Workshop or design session,Semi-structured interview,Prototyping,Not Applicable,Not Applicable,Mobile,Clinic; Home,Communication / Speech; Cognitive impairment,People with disabilities,Participatory design with stakeholders with disabilities,No,Email; Word of mouth,Supporting communication; Education,Artifact,,21,0,0,0,0,29,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"N/A
",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"N/A
",N/A,N/A,N/A,N/A,N/A,,"N/A
",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"N/A
",N/A,N/A,"N/A
","N/A
",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"N/A
",N/A,N/A,N/A,"N/A
",N/A,"N/A
",N/A,N/A,"N/A
",N/A,N/A,N/A,"N/A
",N/A,N/A,United Kingdom,N/A
321,Alves 2021,myView: End-user authoring of virtual environments for therapy,Consensus,https://doi.org/10.1145/3441852.3476543,myView: End-user Authoring of Virtual Environments for Therapy,Sérgio Alves,2021,4,,"Totally utility first (i.e., made by clinicians, fun incorporated later)","Unstructured play (i.e., no rules, making art)",Not Applicable,"Mix of solo and social affordances (i.e., Animal Crossing)","Follows a set of steps (i.e., Viticulture's dynamic turn ordering)","Mostly Synchronous with few asychronous affordances (i.e., League of Legends)","Entirely Collaborative (i.e., Pandemic)","Mostly Asymetrical (i.e., Tag)","Sensory (i.e., kaleidoscope); Construction (i.e., Music, painting, building)",FCT,Interview,Semi-structured interview,Not Applicable,Not Applicable,Not Applicable,Mobile; Virtual Reality,Clinic,Cognitive impairment,"Specialists (e.g., therapists, teachers)",User evaluation with stakeholders without disabilities,No,Undisclosed,Increasing digital access; Increasing understanding of users; Increasing opportunities for enrichment ,Artifact,,0,2,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Portugal,N/A
314,Malik 2021,Increasing access to trainer-led aerobic exercise for people with visual impairments through a sensor mat system,Consensus,10.1145/3441852.3476557,Increasing access to trainer-led aerobic exercise for people with visual impairments through a sensor mat system,Jeehan Malik,2021,4,N/A,"Totally fun first (i.e., Entertainment game reappropriated)","Semi-structured play (i.e., playground game)","Entirely skill-based (i.e., trivia, sports)","Mix of solo and social affordances (i.e., Animal Crossing)","Follows a set of steps (i.e., Viticulture's dynamic turn ordering)","Entirely Synchronous (i.e., RTS game)","Mix of competitive and collaborative (i.e., Mario party 2 vs 2 mini games)","Mostly Symmetrical (i.e., Uno)","Construction (i.e., Music, painting, building); Challenge (Testing physical or mental abilities against others or self)","NSF, CNS",No data collected,Not applicable,Not Applicable,Not Applicable,Not Applicable,Tangible Interface,Not applicable,Blind or low vision (BLV),No user involvement,No representative user involvement,No user involvement,No user involvement,Personal informatics and changing behavior; Increasing opportunities for enrichment ,Artifact,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0
",0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0
",0,"0
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,N/A
306,Andradi 2021,Expanding designing for one to invite others through reverse inclusion,Consensus,https://doi.org/10.1145/3441852.3476517,Expanding Designing for One to Invite Others Through Reverse Inclusion,Manesha Andradi,2021,4,,"Mostly fun first (i.e., Design workshop with disabled stakeholders)","Unstructured play (i.e., no rules, making art)",Not Applicable,"Mostly social, but aspects are independent (i.e., House on Hill haunt transition)","Entirely Simultaneous (i.e., race)","Entirely Synchronous (i.e., RTS game)","Entirely Collaborative (i.e., Pandemic)","Mostly Symmetrical (i.e., Uno)","Sensory (i.e., kaleidoscope); Construction (i.e., Music, painting, building)","Australian Research Council, Learning and Lifestyle Centre in Brisbane",Workshop or design session; Case study,Not applicable,Ideation; Design probe; Prototyping,Not Applicable,Not Applicable,Tangible Interface,"Disability community space (i.e., Day program)",Intellectual or developmental disability (IDD),People with disabilities,Participatory design with stakeholders with disabilities,No,"Convienience sampling (i.e., Day program)",Supporting communication,Artifact,,9,0,0,0,0,0,,1,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,,N/A,0,0,0,0,0,"N/A
",0,0,0,0,0,N/A,0,0,0,0,0,"N/A
",0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,Australia,N/A
305,Gadiraju 2021,“It is fascinating to make these beasts fly”: Understanding visually impaired people's motivations and needs for drone piloting,Consensus,10.1145/3441852.3471219,“It is fascinating to make these beasts fly”: Understanding visually impaired people's motivations and needs for drone piloting,Vinitha Gadiraju,2021,12,N/A,"Totally fun first (i.e., Entertainment game reappropriated)","Semi-structured play (i.e., playground game)","Entirely skill-based (i.e., trivia, sports)","Mix of solo and social affordances (i.e., Animal Crossing)","Entirely Simultaneous (i.e., race)","Entirely Synchronous (i.e., RTS game)","Mostly Collaborative (i.e., Animal Crossing)","Mostly Symmetrical (i.e., Uno)","Sensory (i.e., kaleidoscope); Challenge (Testing physical or mental abilities against others or self)",,Interview; Workshop or design session; Field study; Survey,Semi-structured interview,Persona,Ethnography,Not Applicable,Tangible Interface; Other: Drone,"Public space (i.e., Bowling alley); Research lab; Remote / Zoom",Blind or low vision (BLV),People with disabilities,User evaluation with stakeholders with disabilities,No,Email; Snowball; Social Media,Increasing digital access; Increasing understanding of users; Increasing opportunities for enrichment ,Empirical,,59,0,0,0,0,0,,9,0,0,0,0,0,4,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,59,0,0,0,0,0,N/A,0,0,0,0,0,France,"USA, Australia"
301,L 2021,Nearmi: A framework for designing point of interest techniques for VR users with limited mobility,Consensus,10.1145/3441852.3471230,Nearmi: A framework for designing point of interest techniques for VR users with limited mobility,Rachel L. Franz,2021,14,,"Mostly utility first (i.e., primary utilitarian mechanic designed first)","Flexible game (i.e., board game with house rules)","Entirely skill-based (i.e., trivia, sports)","Entirely Solo (i.e., Solitaire)","Entirely Simultaneous (i.e., race)","Entirely Synchronous (i.e., RTS game)","Mix of competitive and collaborative (i.e., Mario party 2 vs 2 mini games)","Entirely Symetrical (i.e., Tik tac toe)",Challenge (Testing physical or mental abilities against others or self),,Interview; Usability testing,Other: Elicitation using video,Not Applicable,Not Applicable,Exert analysis,Virtual Reality,Remote / Zoom,Motor of physical impairment,People with disabilities,User evaluation with stakeholders with disabilities,No,"Email; Convienience sampling (i.e., Day program)",Increasing digital access,Empirical; Artifact,,17,0,0,0,0,0,,13,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,USA,
300,India 2021,VStroll: An audio-based virtual exploration to encourage walking among people with vision impairments,Consensus,10.1145/3441852.3471206,VStroll: An audio-based virtual exploration to encourage walking among people with vision impairments,Gesu India and Mohit Jain,2021,13,,"Both fun and utility first (i.e., Design workshop with diverse stakeholders)","Unstructured play (i.e., no rules, making art)","Entirely skill-based (i.e., trivia, sports)","Mix of solo and social affordances (i.e., Animal Crossing)","Entirely Simultaneous (i.e., race)","Entirely Synchronous (i.e., RTS game)","Mix of competitive and collaborative (i.e., Mario party 2 vs 2 mini games)","Entirely Symetrical (i.e., Tik tac toe)",Challenge (Testing physical or mental abilities against others or self),N/A,Interview; Field study; Telemetry / Big data / CSCW,Structured interview; Contextual inquiry,Not Applicable,Cultural,Not Applicable,Mobile,"Public space (i.e., Bowling alley); Home",Blind or low vision (BLV),People with disabilities,User evaluation with stakeholders with disabilities,No,"Email; Convienience sampling (i.e., Day program)",Increasing independence,Artifact,,16,0,0,0,0,0,,11,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A,N/A,7,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,India,N/A
299,Rocha 2021,Fostering collaboration with asymmetric roles in accessible programming environments for children with mixed-visual-abilities,Consensus,10.1145/3441852.3476553,Fostering collaboration with asymmetric roles in accessible programming environments for children with mixed-visual-abilities,Filipa Rocha,2021,4,,"Both fun and utility first (i.e., Design workshop with diverse stakeholders)","Flexible game (i.e., board game with house rules)","Entirely skill-based (i.e., trivia, sports)","Entirely social (i.e., Tag)","Turns are taken, but some actions can be taken at anytime (i.e., Pandemic)","Entirely Synchronous (i.e., RTS game)","Mix of competitive and collaborative (i.e., Mario party 2 vs 2 mini games)","Entirely Asymetrical (i.e., Keep talking nobody explodes)",Challenge (Testing physical or mental abilities against others or self),"FCT, LASIGE Research Unit funding",Usability testing; Survey,Not applicable,Not Applicable,Not Applicable,Exert analysis,Robot; Tangible Interface; PC,School,Blind or low vision (BLV),"People with disabilities; Caregivers; Specialists (e.g., therapists, teachers); People without disabilities",User evaluation with stakeholders without disabilities; User evaluation with stakeholders with disabilities,No,"Convienience sampling (i.e., Day program)",Education,Artifact,,16,13,N/A,N/A,2,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Portugal,
297,Asakawa 2021,“What just happened?”: Understanding non-visual watching sports experiences,Consensus,https://doi.org/10.1145/3441852.3476525,"“What just happened?”: Understanding Non-visual Watching Sports Experiences
",Saki Asakawa,2021,3,,"Both fun and utility first (i.e., Design workshop with diverse stakeholders)",Not Applicable,Not Applicable,Not Applicable ,"Entirely Simultaneous (i.e., race)","Entirely Synchronous (i.e., RTS game)",Not Applicable,"Mostly Asymetrical (i.e., Tag)","Sensory (i.e., kaleidoscope)",N/A,Interview,Structured interview,Not Applicable,Not Applicable,Not Applicable,No Technology,Remote / Zoom,Blind or low vision (BLV),People with disabilities,Not applicable,No,Email,Increasing digital access; Increasing understanding of users; Increasing opportunities for enrichment ,Empirical,,43,0,0,0,0,0,,18,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,USA,N/A
295,Khurana 2021,Beyond adaptive sports: Challenges &amp; opportunities to improve accessibility and analytics,Consensus,10.1145/3441852.3471223,Beyond adaptive sports: Challenges & opportunities to improve accessibility and analytics,Rushil Khurana,2021,11,,Not Applicable ,Not Applicable,Not Applicable,Not Applicable ,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Challenge (Testing physical or mental abilities against others or self),,Interview,Semi-structured interview,Not Applicable,Not Applicable,Not Applicable,No Technology,"Public space (i.e., Bowling alley)",General disability or accessibility,People with disabilities,Not applicable,No,Snowball,Increasing understanding of users; Personal informatics and changing behavior,Empirical,,18,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,USA,
290,Ahmetovic 2021,Rehabilitation through accessible mobile gaming and wearable sensors,Consensus,https://doi.org/10.1145/3441852.3476544,"Rehabilitation through Accessible Mobile Gaming and Wearable
Sensors",Dragan Ahmetovic,2021,4,N/A,"Totally fun first (i.e., Entertainment game reappropriated)","Game with rigid rules (i.e., video game)","Mostly skill-based (i.e.,  Mario Cart)","Entirely Solo (i.e., Solitaire)","Entirely Simultaneous (i.e., race)","Entirely Synchronous (i.e., RTS game)","Entirely Competitive (i.e., Spit card game)","Both Symetrical and Asymetrical (i.e., Pandemic—similar turn structure with different character abilities)",Challenge (Testing physical or mental abilities against others or self),N/A,Case study; Telemetry / Big data / CSCW,Not applicable,Not Applicable,Not Applicable,Not Applicable,Mobile; Wearable,Clinic,Motor of physical impairment,"People with disabilities; Specialists (e.g., therapists, teachers)",User evaluation with stakeholders with disabilities,No user involvement,Undisclosed,Personal informatics and changing behavior,Artifact,,1,0,0,0,0,0,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Italy,N/A
289,Lobo 2021,Using games to practice screen reader gestures,Consensus,10.1145/3441852.3476556,Using games to practice screen reader gestures,Gonçalo Ferreira Lobo,2021,4,N/A,"Both fun and utility first (i.e., Design workshop with diverse stakeholders)","Game with rigid rules (i.e., video game)","Mostly skill-based (i.e.,  Mario Cart)","Entirely Solo (i.e., Solitaire)","Most actions can be taken at any time, but there are some phases (i.e., PvP death reset timer)","Entirely Synchronous (i.e., RTS game)","Entirely Competitive (i.e., Spit card game)","Entirely Symetrical (i.e., Tik tac toe)",Challenge (Testing physical or mental abilities against others or self),FCT,Interview; Field study; Telemetry / Big data / CSCW,Semi-structured interview,Not Applicable,Cultural,Exert analysis,Mobile,Home; Remote / Zoom,Blind or low vision (BLV),People with disabilities,User evaluation with stakeholders with disabilities,Yes,Undisclosed,Increasing digital access,Empirical; Artifact,,8,0,0,7,0,0,,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"N/A
",N/A,N/A,N/A,N/A,"N/A
",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"N/A
",N/A,N/A,N/A,N/A,N/A,"N/A
",N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"N/A
",1,N/A,N/A,N/A,N/A,N/A,"N/A
",N/A,N/A,N/A,N/A,N/A,N/A,"N/A
",N/A,N/A,N/A,N/A,"N/A
",N/A,N/A,N/A,N/A,"N/A
",N/A,"N/A
",N/A,N/A,N/A,"N/A
",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,"N/A
",N/A,1,N/A,N/A,N/A,N/A,N/A,Portugal,N/A
288,Martinez 2021,A preliminary analysis of android educational game accessibility,Consensus,10.1145/3441852.3476532,A preliminary analysis of android educational game accessibility,Jesse J. Martinez,2021,4,,"Undisclosed/Unkown, but the paper does include a game/play system or experience","Game with rigid rules (i.e., video game)","Undisclosed/Unkown, but the paper does include a game/play system or experience","Undisclosed/Unkown, but the paper does include a game/play system or experience","Undisclosed/Unkown, but the paper does include a game/play system or experience","Undisclosed/Unkown, but the paper does include a game/play system or experience","Undisclosed/Unkown, but the paper does include a game/play system or experience","Undisclosed/Unkown, but the paper does include a game/play system or experience","Undisclosed/Unkown, but the paper does include a game/play system or experience","NSF, CREATE",Usability testing,Not applicable,Not Applicable,Not Applicable,Exert analysis,Mobile,Not applicable,Motor of physical impairment,No user involvement,No representative user involvement,No user involvement,No user involvement,Increasing digital access,Empirical,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0
",0,0,0,0,USA,N/A
